,Test Name,Test Start Time,Num of replans,Robot ID,Successful Misions,Mission1 Duration,Mission2 Duration,Mission3 Duration,Mission1 Start Time,Mission1 End Time,Mission2 Start Time,Mission2 End Time,Mission3 Start Time,Mission3 End Time
52,BRSU_Floor0,17-07-2019 12:43:57,2.0,2,3,34.615,14.192,15.413,17-07-2019 12:46:34,17-07-2019 12:47:09,17-07-2019 12:47:09,17-07-2019 12:47:23,17-07-2019 12:47:23,17-07-2019 12:47:38
53,BRSU_Floor0,17-07-2019 12:43:57,2.0,3,3,19.507,12.964,13.748,17-07-2019 12:46:34,17-07-2019 12:46:53,17-07-2019 12:46:53,17-07-2019 12:47:06,17-07-2019 12:47:06,17-07-2019 12:47:20
54,BRSU_Floor0,17-07-2019 12:43:57,2.0,4,3,34.707,21.269,11.571,17-07-2019 12:46:33,17-07-2019 12:47:08,17-07-2019 12:47:08,17-07-2019 12:47:29,17-07-2019 12:47:29,17-07-2019 12:47:41
55,BRSU_Floor0,17-07-2019 12:43:57,2.0,5,3,29.83,13.814,12.842,17-07-2019 12:46:33,17-07-2019 12:47:03,17-07-2019 12:47:03,17-07-2019 12:47:17,17-07-2019 12:47:17,17-07-2019 12:47:30
56,BRSU_Floor0,17-07-2019 12:48:38,4.0,1,3,37.911,17.402,13.363,17-07-2019 12:51:14,17-07-2019 12:51:52,17-07-2019 12:51:52,17-07-2019 12:52:09,17-07-2019 12:52:09,17-07-2019 12:52:23
57,BRSU_Floor0,17-07-2019 12:48:38,4.0,2,3,52.38,13.204,15.793,17-07-2019 12:51:15,17-07-2019 12:52:07,17-07-2019 12:52:07,17-07-2019 12:52:21,17-07-2019 12:52:21,17-07-2019 12:52:36
58,BRSU_Floor0,17-07-2019 12:48:38,4.0,3,3,21.928,14.426,13.855,17-07-2019 12:51:15,17-07-2019 12:51:37,17-07-2019 12:51:37,17-07-2019 12:51:51,17-07-2019 12:51:51,17-07-2019 12:52:05
59,BRSU_Floor0,17-07-2019 12:48:38,4.0,4,3,49.589,17.243,11.553,17-07-2019 12:51:14,17-07-2019 12:52:04,17-07-2019 12:52:04,17-07-2019 12:52:21,17-07-2019 12:52:21,17-07-2019 12:52:33
60,BRSU_Floor0,17-07-2019 12:48:38,4.0,5,3,26.808,15.583,12.802,17-07-2019 12:51:14,17-07-2019 12:51:41,17-07-2019 12:51:41,17-07-2019 12:51:57,17-07-2019 12:51:57,17-07-2019 12:52:09
61,BRSU_Floor0,17-07-2019 12:53:18,1.0,1,3,55.656,10.446,14.969,17-07-2019 12:55:55,17-07-2019 12:56:50,17-07-2019 12:56:50,17-07-2019 12:57:01,17-07-2019 12:57:01,17-07-2019 12:57:16
62,BRSU_Floor0,17-07-2019 12:53:18,1.0,2,3,40.593,13.258,12.037,17-07-2019 12:55:56,17-07-2019 12:56:36,17-07-2019 12:56:36,17-07-2019 12:56:50,17-07-2019 12:56:50,17-07-2019 12:57:02
63,BRSU_Floor0,17-07-2019 12:53:18,1.0,3,3,27.934,22.009,18.831,17-07-2019 12:55:55,17-07-2019 12:56:23,17-07-2019 12:56:23,17-07-2019 12:56:45,17-07-2019 12:56:45,17-07-2019 12:57:04
64,BRSU_Floor0,17-07-2019 12:53:18,1.0,4,3,53.37,12.539,11.46,17-07-2019 12:55:55,17-07-2019 12:56:49,17-07-2019 12:56:49,17-07-2019 12:57:01,17-07-2019 12:57:01,17-07-2019 12:57:13
65,BRSU_Floor0,17-07-2019 12:53:18,1.0,5,3,31.372,13.874,12.734,17-07-2019 12:55:55,17-07-2019 12:56:26,17-07-2019 12:56:26,17-07-2019 12:56:40,17-07-2019 12:56:40,17-07-2019 12:56:53
66,BRSU_Floor0,17-07-2019 12:57:59,1.0,1,3,40.187,10.25,13.403,17-07-2019 13:00:36,17-07-2019 13:01:16,17-07-2019 13:01:16,17-07-2019 13:01:26,17-07-2019 13:01:26,17-07-2019 13:01:39
67,BRSU_Floor0,17-07-2019 12:57:59,1.0,2,3,45.267,13.558,16.162,17-07-2019 13:00:37,17-07-2019 13:01:22,17-07-2019 13:01:22,17-07-2019 13:01:35,17-07-2019 13:01:35,17-07-2019 13:01:52
68,BRSU_Floor0,17-07-2019 12:57:59,1.0,3,3,25.529,15.126,13.265,17-07-2019 13:00:36,17-07-2019 13:01:02,17-07-2019 13:01:02,17-07-2019 13:01:17,17-07-2019 13:01:17,17-07-2019 13:01:30
69,BRSU_Floor0,17-07-2019 12:57:59,1.0,4,3,44.53,16.312,11.852,17-07-2019 13:00:36,17-07-2019 13:01:21,17-07-2019 13:01:21,17-07-2019 13:01:37,17-07-2019 13:01:37,17-07-2019 13:01:49
70,BRSU_Floor0,17-07-2019 12:57:59,1.0,5,3,28.528,12.394,14.814,17-07-2019 13:00:36,17-07-2019 13:01:04,17-07-2019 13:01:04,17-07-2019 13:01:17,17-07-2019 13:01:17,17-07-2019 13:01:32
71,BRSU_Floor0,17-07-2019 13:02:40,0.0,1,3,42.292,11.55,18.904,17-07-2019 13:05:16,17-07-2019 13:05:59,17-07-2019 13:05:59,17-07-2019 13:06:10,17-07-2019 13:06:10,17-07-2019 13:06:29
72,BRSU_Floor0,17-07-2019 13:02:40,0.0,2,3,41.93,13.063,14.978,17-07-2019 13:05:17,17-07-2019 13:05:59,17-07-2019 13:05:59,17-07-2019 13:06:12,17-07-2019 13:06:12,17-07-2019 13:06:27
73,BRSU_Floor0,17-07-2019 13:02:40,0.0,3,3,25.822,16.659,13.156,17-07-2019 13:05:17,17-07-2019 13:05:43,17-07-2019 13:05:43,17-07-2019 13:05:59,17-07-2019 13:05:59,17-07-2019 13:06:13
74,BRSU_Floor0,17-07-2019 13:02:40,0.0,4,3,39.852,16.495,11.654,17-07-2019 13:05:17,17-07-2019 13:05:57,17-07-2019 13:05:57,17-07-2019 13:06:13,17-07-2019 13:06:13,17-07-2019 13:06:25
75,BRSU_Floor0,17-07-2019 13:02:40,0.0,5,3,28.562,8.311,12.962,17-07-2019 13:05:17,17-07-2019 13:05:45,17-07-2019 13:05:45,17-07-2019 13:05:53,17-07-2019 13:05:53,17-07-2019 13:06:06
76,BRSU_Floor0,17-07-2019 13:07:21,0.0,1,3,52.593,14.887,13.465,17-07-2019 13:09:57,17-07-2019 13:10:50,17-07-2019 13:10:50,17-07-2019 13:11:05,17-07-2019 13:11:05,17-07-2019 13:11:18
77,BRSU_Floor0,17-07-2019 13:07:21,0.0,2,3,20.703,15.843,12.308,17-07-2019 13:09:58,17-07-2019 13:10:19,17-07-2019 13:10:19,17-07-2019 13:10:35,17-07-2019 13:10:35,17-07-2019 13:10:47
78,BRSU_Floor0,17-07-2019 13:07:21,0.0,3,3,54.112,13.158,15.759,17-07-2019 13:09:58,17-07-2019 13:10:52,17-07-2019 13:10:52,17-07-2019 13:11:05,17-07-2019 13:11:05,17-07-2019 13:11:21
79,BRSU_Floor0,17-07-2019 13:07:21,0.0,4,3,37.737,12.47,11.675,17-07-2019 13:09:58,17-07-2019 13:10:35,17-07-2019 13:10:35,17-07-2019 13:10:48,17-07-2019 13:10:48,17-07-2019 13:11:00
80,BRSU_Floor0,17-07-2019 13:07:21,0.0,5,3,32.662,8.498,23.498,17-07-2019 13:09:57,17-07-2019 13:10:30,17-07-2019 13:10:30,17-07-2019 13:10:39,17-07-2019 13:10:39,17-07-2019 13:11:02
81,BRSU_Floor0,17-07-2019 13:12:02,0.0,1,3,45.183,10.08,16.977,17-07-2019 13:14:38,17-07-2019 13:15:23,17-07-2019 13:15:23,17-07-2019 13:15:33,17-07-2019 13:15:33,17-07-2019 13:15:50
82,BRSU_Floor0,17-07-2019 13:12:02,0.0,2,3,40.608,13.0,14.359,17-07-2019 13:14:39,17-07-2019 13:15:20,17-07-2019 13:15:20,17-07-2019 13:15:33,17-07-2019 13:15:33,17-07-2019 13:15:47
83,BRSU_Floor0,17-07-2019 13:12:02,0.0,3,3,25.089,17.772,15.324,17-07-2019 13:14:39,17-07-2019 13:15:04,17-07-2019 13:15:04,17-07-2019 13:15:22,17-07-2019 13:15:22,17-07-2019 13:15:37
84,BRSU_Floor0,17-07-2019 13:12:02,0.0,4,3,40.238,14.339,11.744,17-07-2019 13:14:39,17-07-2019 13:15:19,17-07-2019 13:15:19,17-07-2019 13:15:33,17-07-2019 13:15:33,17-07-2019 13:15:45
